Segmento;codigo;Produto;Suporte;Transferencia Telefone;Transferencia Blip
teste;123;teste;sim;teste;teste_blip
ALARMES;490;AA1000R;Sim;gtc+unidade;Seguranca Defense Alarmes
ALARMES;490;AA1110T;Sim;gtc+unidade;Seguranca Defense Alarmes
ALARMES;490;AA1220T;Sim;gtc+unidade;Seguranca Defense Alarmes
ALARMES;454;AMT 1000 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 1004 RF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 1016 NET;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 2008 RF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 2010;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 2018;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 2018 E;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 2018 E 3G;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 2018 E SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 2018 EG;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 2110;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 2118 EG;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 3010;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 4010 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 4010 SMART NET;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT 8000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT Mobile V3;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT REMOTO 4.85;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT REMOTO 5;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT REMOTO 6;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;AMT REMOTO MOBILE;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ANM 1002;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ANM 1002 MF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ANM 1004 MF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ANM 1004 PL;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ANM 2003;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ANM 2004 MF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ANM 2008 MF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ANM 24 NET;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ANM 3004 ST;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ANM 3008 ST;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;Atuador PGM 8000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;BOOTLOADER 1.04;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;490;Defense IA + Alarmes;Sim;seguranca_defense_alarmes;Seguranca Defense Alarmes
ALARMES;454;Defense IA Lite + Alarmes;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ELC 2001 MT;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ELC 2001 UN;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ELC 2002 DM;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ELC 3012;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ELC 4001 RF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ELC 5001;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ELC 5002 HIGH POWER;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ELC 5003 HIGH POWER;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ELC 5112;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;ELC 6012 NET;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;FXO 8000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;GPRS 1000 UN;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;Haste Barra Chata com 4 isoladores;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;Haste Barra Chata com 6 isoladores;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;Haste Estrelada com 4 isoladores;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;Haste Estrelada com 6 isoladores;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 3015 X;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 3060 DF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 3070 X;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 3100 DF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 3110 X;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 5015 DIGITAL;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 5040 AT;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 5080 AT;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 7100 Dual;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 7100 Hexa;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 7100 OCTA;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 7100 Quad;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVA 9100 TRI;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 1000 PET | Sensor de movimento infravermelho passivo;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 1000 SF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 2000 CF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 2000 SF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 3000 CF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 3000 EX;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 3000 MW;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 3000 MW EX;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 3000 MW PET;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 3000 OD;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 3000 PET;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 3000 SHIELD;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 3011 CORTINA;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 3011 TETO;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 3021 SHIELD;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 4000 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 4101 PET SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 5001 PET;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 5001 PET SHIELD;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 5002 PET;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 5301 PET PRO;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 5311 MW PET;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 7001 MW EX;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 7001 MW PET;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 7100 MW EX;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 8000 EX;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 8000 PET;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;IVP 8000 PET CAM;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;Lente p/ IVP 3000 MW EX;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;Lente p/ IVP 3000 PET;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;Programador 8000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;RECEPTOR IP;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;REP 8000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;SIR 1000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;SIR 2000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;SIR 3000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;Sistema 8000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;TX 4020 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;TX 8000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAC 2000 TX;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAC 3000 4K;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAC 3000 4T;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAC 4000 Smart;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAC 8000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAG 8000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAG 8000 3G;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAR 1002 UN;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAR 2000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAR 2002 UN;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAR 3060 UN;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAR 4000 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAS 2000 SF;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAS 4000 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAS 4010 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAS 8000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAS CONNECT / XAS CONNECT BLACK;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAS de Sobrepor / XAS de Sobrepor Black;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAS LIGHT / XAS LIGHT BLACK;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAS PORTA DE A�O;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAS PORTA DE A�O MINI;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAS PORTA DE A�O SP;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAS SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAS SMART BLACK;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAT 2000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAT 2000 LCD;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAT 3000 LED;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAT 4000 LCD;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XAT 8000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XE 4000 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XEG 4000 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XEL 2000 AT;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XEL 5001;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XEP 4004 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XEZ 4008 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XEZ 4108 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XG 2100;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XG 4000 SMART;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XSA 1000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XSA 1000;Sim;seguranca_alarmes_sensores;Seguranca MG
ALARMES;454;XSS 8000;Sim;seguranca_alarmes_sensores;Seguranca MG
COMUNICACAO ANALOGICO;435;1040 Scope;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;105 Confort;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;126 Digital;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;141 Digital;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;1664 Little;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;210 Double;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;416 Pointer;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;80 Digital;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;832 Expert;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;95 Digital;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;407;Aplicativo Frequency Intelbras;Sim;varejo_comunicacao;Varejo Comunicação
COMUNICACAO ANALOGICO;407;CAP 100;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;407;CAP 200 BT;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Anal�gica 10040;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Anal�gica 1005;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Anal�gica 16064;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Anal�gica 2008;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Anal�gica 2010;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Anal�gica 4015;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Anal�gica 6020;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Clic Fone;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Conecta;Nâo;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Conecta Mais;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Conference;Nâo;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;CORP 16000;Nâo;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;CORP 6000;Nâo;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;CORP 8000;Nâo;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;EVC 2000;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;407;EVC 300 USB;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;407;Focus One;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;407;Focus Pro;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;407;Focus Style;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;IC E1;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;ICC 30;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Lobby 200;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Lobby 200i;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Lobby 640;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Lobby 640i;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Mesa Virtual 3610;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Mesa Virtual 4114;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Minicom;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Modulare;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Modulare i;Nâo;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Modulare Mais;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Modulo Lobby;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;No Stop 60;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;OP 1610 Plus;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;OP 1610i;Nâo;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;OP 3610;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;OP 4114;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;PABX Keo K 208;Nâo;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;RDS 800;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;RDS 803;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;RDS 830;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;RDS 840;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;R�mora;Nâo;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Remora;Nâo;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;R�mora 4;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;R�mora 5;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TE 200;Nâo;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TE 220;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TI 3130;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TI 530;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TI 630 SMD;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TI 630i;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TI 730i;Nâo;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TI 830i;Sim;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;VM 3000;Sem suporte;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Voice Mail;Sem suporte;comunicacao_analogico;Telecom Analógico
CFTV;490;MPP 9032;Sim;seguranca_linha_future_tmr;Controle de Acesso Condominial Analógico
CFTV;490;AWL 7000;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;BCM 1035 (Bodycam);Sim;seguranca_linha_future_tmr;Seguranca Linha Future / TMR
CFTV;490;BCM 5000 (Bodycam);Sim;seguranca_linha_future_tmr;Seguranca Linha Future / TMR
CFTV;458;C�lculo de HD;Sim;seguranca_cftv;Seguranca SC
CFTV;458;CAM 18X IP LT;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;CAM 36X LS LT;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;CAM 600I LT;Nâo;seguranca_cftv;Seguranca SC
CFTV;490;CMP 7200 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;CMP 7201 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;CMP 7202 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;458;CONEX 1000 P4 BNC Borne;Sim;seguranca_cftv;Seguranca SC
CFTV;458;CONEX 1000 P4 BNC Mola;Sim;seguranca_cftv;Seguranca SC
CFTV;458;CONEX 1000 P4 Femea;Sim;seguranca_cftv;Seguranca SC
CFTV;458;CONEX 1000 P4 Macho;Sim;seguranca_cftv;Seguranca SC
CFTV;458;CONEX 1000 RCA;Sim;seguranca_cftv;Seguranca SC
CFTV;458;CONEX 1000 RJ45 CAT5E;Sim;seguranca_cftv;Seguranca SC
CFTV;458;CONEX 1000 RJ45 CAT6;Sim;seguranca_cftv;Seguranca SC
CFTV;490;Controladora de paineis de LED TB2;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;Controladora de paineis de LED TB30;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;Controladora de paineis de LED TB50;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;Controladora de paineis de LED TB60;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;CP4;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;458;CRIADOR DE ROTA EST�TICA;Sim;seguranca_cftv;Seguranca SC
CFTV;458;CVD 1004;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;CVD 1008;Nâo;seguranca_cftv;Seguranca SC
CFTV;490;DCM 3002 GW IA (Dashcam);Sim;seguranca_linha_future_tmr;Seguranca Linha Future / TMR
CFTV;490;DCM 5004 GW IA (Dashcam);Sim;seguranca_linha_future_tmr;Seguranca Linha Future / TMR
CFTV;490;Defense IA;Sim;seguranca_linha_future_tmr;Seguranca Linha Future / TMR
CFTV;458;Defense IA Lite + C�meras/DVRs;Sim;seguranca_cftv;Seguranca SC
CFTV;458;DI.CA;Sim;seguranca_cftv;Seguranca SC
CFTV;458;DISK Tool;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;DMT 7200 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;DMT 7200 FTU;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;458;DSS;Nâo;seguranca_cftv;Seguranca SC
CFTV;490;EWL 7003 IR;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;458;FERRAMENTA DE BACKUP;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;GUARDIAN;Sim;seguranca_cftv;Seguranca SC
CFTV;458;HD WD Gold;Sim;seguranca_cftv;Seguranca SC
CFTV;458;HD WD RE;Sim;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 1004;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 1004 G2;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 1008;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 1008 G2;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 1016;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 1016 G2;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 1032;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 3004;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 3008;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 3016;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 3108;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 3116;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 3116 G2;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 3132 M;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDCVI 5032 H;Nâo;seguranca_cftv;Seguranca SC
CFTV;458;HDs Intelbras | WD;Sim;seguranca_cftv;Seguranca SC
CFTV;458;HDs WD Purple�;Sim;seguranca_cftv;Seguranca SC
CFTV;458;HVD 7032;Sim;seguranca_cftv;Seguranca SC
CFTV;458;I DVR H;Sim;seguranca_cftv;Seguranca SC
CFTV;493;ICA 1001;Sim;varejo_casa_inteligente;Varejo Casa Inteligente
CFTV;490;iFleet Smart;Sim;seguranca_linha_future_tmr;Seguranca Linha Future / TMR
CFTV;490;iFleet Smart Pro;Sim;seguranca_linha_future_tmr;Seguranca Linha Future / TMR
CFTV;458;iMHDX 3004;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iMHDX 3008;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iMHDX 3016;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iMHDX 3032;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iMHDX 3116;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iMHDX 5008;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iMHDX 5108;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iMHDX 7016;Sim;seguranca_cftv;Seguranca SC
CFTV;490;iMHDX 9008;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iMHDX 9016;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iMHDX 9116;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iMHDX 9116 FT BR;Sim;seguranca_linha_future_tmr;Seguranca Linha Future / TMR
CFTV;458;Intelbras Cloud;Sim;seguranca_cftv;Seguranca SC
CFTV;458;INTELBRAS MEDIA PLAYER;Sim;seguranca_cftv;Seguranca SC
CFTV;458;Intelbras Multi-BOX;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iNVD 1016;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iNVD 3016;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iNVD 3016 P;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iNVD 3032;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iNVD 5032;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iNVD 5132;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iNVD 5232;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iNVD 5232-16P;Sim;seguranca_cftv;Seguranca SC
CFTV;458;iNVD 7032;Sim;seguranca_cftv;Seguranca SC
CFTV;490;iNVD 7116 FT;Sim;seguranca_linha_future_tmr;Seguranca Linha Future / TMR
CFTV;490;iNVD 7124 PE FT;Sim;seguranca_linha_future_tmr;Seguranca Linha Future / TMR
CFTV;490;iNVD 90128 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9016 PE FTU;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9024 P FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9032 PE FTU;Sim;seguranca_linha_future_tmr;Linha Future / TMR
